Brand,Model,Year,VehicleAge,UsedOrNew,Transmission,DriveType,FuelType,EngineSizeL,Cylinders,FuelConsumption_L100km,Kilometres,ExteriorColour,InteriorColour,State,BodyType,Doors,Seats,Price,PricePerYearAge
Hyundai,Kona,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,6.2,54045.0,White,,WA,SUV,4.0,5.0,26999.0,8999.666666666666
Volkswagen,T-ROC,2021,2,USED,Automatic,AWD,Premium,2.0,4.0,7.2,19736.0,Blue,,WA,SUV,4.0,5.0,45999.0,22999.5
Ford,Territory,2008,15,USED,Automatic,AWD,Unleaded,4.0,6.0,12.2,217949.0,Blue,Grey,WA,SUV,4.0,5.0,6985.0,465.6666666666667
Lexus,RX450H,2019,4,USED,Automatic,AWD,Hybrid,3.5,6.0,5.7,44686.0,White,,WA,SUV,4.0,5.0,79990.0,19997.5
Nissan,Leaf,2020,3,USED,Automatic,Front,Electric,0.0,,,13662.0,White,Black Leather,WA,Hatchback,5.0,5.0,38965.0,12988.333333333334
Volvo,XC60,2022,1,USED,Automatic,AWD,Premium,2.0,4.0,7.6,8273.0,White,Leather,WA,SUV,4.0,5.0,79990.0,79990.0
MG,HS,2022,1,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,28255.0,White,Dark Grey Cloth,WA,SUV,4.0,5.0,26977.0,26977.0
MG,HS,2021,2,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,37981.0,Red,,WA,SUV,4.0,5.0,26990.0,13495.0
Ford,Ranger,2021,2,USED,Automatic,4WD,Diesel,3.2,5.0,8.9,86782.0,White,,WA,Ute / Tray,4.0,5.0,57887.0,28943.5
MG,HS,2021,2,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,9630.0,White,Dark Grey Cloth,WA,SUV,4.0,5.0,27977.0,13988.5
Toyota,Landcruiser,2021,2,USED,Automatic,4WD,Diesel,3.3,6.0,8.9,21799.0,Black,Black Synthetic Leather,WA,SUV,4.0,7.0,126990.0,63495.0
Renault,Koleos,2019,4,USED,Automatic,Front,Premium,2.5,4.0,8.1,59002.0,White,Black,WA,SUV,4.0,5.0,27990.0,6997.5
Toyota,Landcruiser,2022,1,USED,Automatic,4WD,Diesel,3.3,6.0,8.9,12213.0,Brown,Black,WA,SUV,4.0,7.0,155990.0,155990.0
Mercedes-Benz,C43,2019,4,USED,Automatic,AWD,Premium,3.0,6.0,9.5,7033.0,Black,,WA,Coupe,2.0,4.0,93969.0,23492.25
Toyota,Fortuner,2023,0,USED,Automatic,4WD,Diesel,2.8,4.0,7.6,19.0,Silver,Black Leather Accented,WA,SUV,4.0,7.0,79990.0,79990.0
Toyota,Hilux,2019,4,USED,Automatic,4WD,Diesel,2.8,4.0,8.5,133902.0,White,,WA,Ute / Tray,4.0,5.0,47980.0,11995.0
Toyota,Landcruiser,2022,1,USED,Manual,4WD,Diesel,4.5,8.0,10.7,12500.0,Silver,,WA,Ute / Tray,4.0,5.0,115977.0,115977.0
Hyundai,Accent,2007,16,USED,Automatic,Front,Unleaded,1.6,4.0,7.1,246512.0,Blue,,WA,Sedan,4.0,5.0,5000.0,312.5
Mazda,CX-7,2008,15,USED,Automatic,Other,,,,,168544.0,Red,,WA,Wagon,,,13989.0,932.6
Hyundai,I20,2015,8,USED,Manual,Front,Unleaded,,,,39520.0,White,,WA,Hatchback,,,14999.0,1874.875
Mitsubishi,Lancer,2016,7,USED,Automatic,Front,Unleaded,2.0,4.0,7.2,133876.0,White,Black,WA,Sedan,4.0,5.0,16977.0,2425.285714285714
Holden,Colorado,2018,5,USED,Automatic,Other,Unleaded,,,,38149.0,White,,WA,Ute / Tray,,,95984.0,19196.8
Toyota,Tarago,2006,17,USED,Automatic,Front,Unleaded,2.4,4.0,9.5,189311.0,Silver,,WA,Wagon,4.0,8.0,14990.0,881.7647058823529
Chrysler,300C,2010,13,USED,Automatic,Rear,Premium,5.7,8.0,12.1,32409.0,Silver,,WA,Sedan,4.0,5.0,29999.0,2307.6153846153848
Holden,Commodore,2009,14,USED,Manual,Rear,Unleaded,3.6,6.0,11.0,159420.0,Blue,,WA,Sedan,4.0,5.0,14990.0,1070.7142857142858
Jeep,Compass,2014,9,USED,Automatic,Rear,Premium,2.0,4.0,8.3,175284.0,Black,,WA,SUV,4.0,5.0,13990.0,1554.4444444444443
Toyota,Camry,2015,8,USED,Automatic,Front,Unleaded,2.5,4.0,7.8,38647.0,Silver,,WA,Sedan,4.0,5.0,23990.0,2998.75
Suzuki,Jimny,2023,0,USED,Manual,AWD,Unleaded,1.5,4.0,6.4,50.0,Black,,WA,SUV,2.0,4.0,39999.0,39999.0
GWM,Haval,2022,1,DEMO,,Front,Hybrid,1.5,4.0,5.2,6490.0,Blue,,WA,SUV,4.0,5.0,40990.0,40990.0
Hyundai,I30,2014,9,USED,Automatic,Front,Unleaded,1.8,4.0,7.1,57388.0,White,,WA,Hatchback,5.0,5.0,17990.0,1998.888888888889
Toyota,Corolla,2017,6,USED,Automatic,Front,Unleaded,1.8,4.0,6.6,117295.0,White,,WA,Sedan,4.0,5.0,23888.0,3981.3333333333335
Nissan,X-Trail,2012,11,USED,Automatic,4WD,Unleaded,2.5,4.0,9.1,96111.0,White,Grey,WA,SUV,4.0,5.0,17985.0,1635.0
Mazda,BT-50,2023,0,USED,Automatic,4WD,Diesel,3.0,4.0,8.0,1030.0,White,,WA,Ute / Tray,4.0,5.0,71988.0,71988.0
Toyota,HiAce,2010,13,USED,Manual,Rear,Diesel,3.0,4.0,8.6,326893.0,White,Grey,WA,Commercial,4.0,3.0,19985.0,1537.3076923076924
Mercedes-Benz,B250,2013,10,USED,Automatic,Front,Premium,2.0,4.0,6.5,188584.0,Silver,,WA,Hatchback,5.0,5.0,16990.0,1699.0
Nissan,Qashqai,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,6.9,71517.0,Blue,Black,WA,SUV,4.0,5.0,25942.0,6485.5
Ford,Falcon,2009,14,USED,Automatic,Rear,Unleaded,4.0,6.0,10.5,127511.0,Silver,,WA,Sedan,4.0,5.0,12990.0,927.8571428571429
Mitsubishi,ASX,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,85836.0,White,Black,WA,SUV,4.0,5.0,22888.0,11444.0
Subaru,Outback,2013,10,USED,Automatic,AWD,Premium,2.5,4.0,8.0,174579.0,White,,WA,SUV,4.0,5.0,12990.0,1299.0
Kia,Cerato,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,60590.0,Blue,,WA,Sedan,4.0,5.0,22999.0,5749.75
Toyota,Landcruiser,2022,1,USED,Manual,AWD,Diesel,4.5,8.0,10.7,37843.0,White,,WA,SUV,4.0,5.0,98888.0,98888.0
Holden,Commodore,2009,14,USED,Automatic,Other,,,,,211196.0,White,,WA,Other,,,22990.0,1642.142857142857
Subaru,Forester,2020,3,USED,Automatic,AWD,Unleaded,2.5,4.0,7.4,47453.0,White,,WA,SUV,4.0,5.0,33999.0,11333.0
Volkswagen,Golf,2019,4,USED,Automatic,Front,Premium,1.4,4.0,5.6,19960.0,White,,WA,Wagon,4.0,5.0,35999.0,8999.75
Toyota,Hilux,2023,0,USED,Automatic,4WD,Diesel,2.8,4.0,8.0,10.0,White,,WA,Ute / Tray,4.0,5.0,81988.0,81988.0
Mitsubishi,ASX,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,64001.0,White,Black,WA,SUV,4.0,5.0,28970.0,7242.5
Ford,Ranger,2018,5,USED,Automatic,Rear,Diesel,2.2,4.0,7.8,239542.0,White,Black,WA,Ute / Tray,4.0,5.0,21750.0,4350.0
Toyota,Landcruiser,2022,1,USED,Manual,4WD,Diesel,4.5,8.0,10.7,40412.0,White,,WA,Ute / Tray,2.0,2.0,109992.0,109992.0
Hyundai,I45,2013,10,USED,Automatic,Other,,,,,188221.0,Grey,,WA,Other,,,13900.0,1390.0
Toyota,Landcruiser,2017,6,USED,Manual,4WD,Diesel,4.5,8.0,10.7,102468.0,White,,WA,Ute / Tray,2.0,3.0,83988.0,13998.0
Toyota,Land,2010,13,USED,Automatic,Other,,,,,284284.0,White,,WA,Wagon,,,29990.0,2306.923076923077
Toyota,Landcruiser,2022,1,USED,Manual,4WD,Diesel,4.5,8.0,10.7,10262.0,White,,WA,Ute / Tray,2.0,2.0,116984.0,116984.0
Hyundai,I20,2012,11,USED,Automatic,Front,Unleaded,,,,110695.0,Red,,WA,Hatchback,,,11999.0,1090.8181818181818
Land,Rover,2007,16,USED,Automatic,AWD,Unleaded,,,,259083.0,Black,,WA,Wagon,,,19990.0,1249.375
Hyundai,Getz,2010,13,USED,,Other,,,,,194854.0,Red,,WA,Other,,,6990.0,537.6923076923077
Ford,Ranger,2016,7,USED,Automatic,4WD,Diesel,3.2,5.0,9.0,212109.0,White,Black,WA,Ute / Tray,4.0,5.0,30990.0,4427.142857142857
Holden,Commodore,2011,12,USED,Automatic,Rear,Unleaded,3.0,6.0,9.6,210222.0,Grey,Black,WA,Wagon,4.0,5.0,8985.0,748.75
Hyundai,Kona,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,6.2,4766.0,White,,WA,SUV,4.0,5.0,26999.0,8999.666666666666
Toyota,Landcruiser,1998,25,USED,Automatic,4WD,Unleaded,3.4,6.0,15.0,416885.0,Red,,WA,SUV,4.0,8.0,9990.0,399.6
Hyundai,Santa,2014,9,USED,Automatic,AWD,Diesel,2.2,4.0,7.3,183096.0,Grey,,WA,SUV,4.0,7.0,16999.0,1888.7777777777778
Subaru,Outback,2007,16,USED,Manual,AWD,Unleaded,2.5,4.0,9.1,151949.0,White,Black,WA,SUV,4.0,5.0,10990.0,686.875
Great,Wall,2011,12,USED,Manual,4WD,Unleaded,2.4,4.0,10.4,108881.0,Blue,,WA,SUV,4.0,5.0,7990.0,665.8333333333334
Toyota,RAV4,2018,5,USED,Automatic,AWD,Diesel,2.2,4.0,6.5,40750.0,Blue,,WA,SUV,4.0,5.0,33999.0,6799.8
Lexus,GS,2003,20,USED,Automatic,Rear,Unleaded,,,,260499.0,Silver,,WA,Other,,,7990.0,399.5
Mitsubishi,Outlander,2017,6,USED,Automatic,Front,Unleaded,2.0,4.0,6.6,30709.0,White,Black,WA,SUV,4.0,7.0,25992.0,4332.0
Mercedes-Benz,A200,2013,10,USED,Automatic,Front,Premium,1.6,4.0,6.1,115829.0,Blue,Grey,WA,Hatchback,5.0,5.0,19888.0,1988.8
Toyota,Aurion,2008,15,USED,Automatic,Front,Unleaded,3.5,6.0,9.9,245801.0,Blue,Grey,WA,Sedan,4.0,5.0,8990.0,599.3333333333334
MG,HS,2021,2,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,34130.0,Blue,,WA,SUV,4.0,5.0,28588.0,14294.0
Ford,Territory,2011,12,USED,Automatic,Rear,Diesel,2.7,6.0,8.2,171495.0,Silver,Black,WA,SUV,4.0,5.0,10990.0,915.8333333333334
Toyota,Camry,2021,2,USED,Automatic,Front,Hybrid,2.5,4.0,4.7,67694.0,Red,Black,WA,Sedan,4.0,5.0,40998.0,20499.0
Nissan,X-Trail,2008,15,USED,Automatic,4WD,Diesel,2.0,4.0,8.1,189150.0,Silver,,WA,SUV,4.0,5.0,12990.0,866.0
Kia,Cerato,2015,8,USED,Automatic,Front,Unleaded,1.8,4.0,7.1,178815.0,Red,,WA,Hatchback,5.0,5.0,12999.0,1624.875
Toyota,Landcruiser,2017,6,USED,Automatic,4WD,Diesel,2.8,4.0,8.0,198241.0,White,Black,WA,SUV,4.0,5.0,39980.0,6663.333333333333
BMW,3,2010,13,USED,Automatic,Other,,,,,111015.0,Grey,,WA,Coupe,,,16990.0,1306.923076923077
Mazda,CX-5,2016,7,USED,Automatic,AWD,Unleaded,2.5,4.0,7.4,92907.0,Brown,Black,WA,SUV,4.0,5.0,23990.0,3427.1428571428573
Toyota,Corolla,2018,5,USED,Automatic,Front,Unleaded,2.0,4.0,6.0,138552.0,Silver,,WA,Hatchback,5.0,5.0,20888.0,4177.6
Fiat,Punto,2013,10,USED,Automatic,Front,Unleaded,1.4,4.0,5.4,188475.0,Black,,WA,Hatchback,5.0,5.0,8990.0,899.0
Jeep,Grand,2009,14,USED,Automatic,4WD,Unleaded,4.7,8.0,13.9,264060.0,Grey,Black,WA,SUV,4.0,5.0,9990.0,713.5714285714286
Kia,Sportage,2009,14,USED,Automatic,Front,Unleaded,2.0,4.0,8.2,217103.0,Grey,,WA,SUV,4.0,5.0,7450.0,532.1428571428571
Holden,Colorado,2019,4,USED,Automatic,4WD,Diesel,2.8,4.0,8.7,122419.0,Black,Black,WA,Ute / Tray,4.0,5.0,39997.0,9999.25
Mercedes-Benz,CLS500,2006,17,USED,Automatic,Rear,Premium,5.0,8.0,17.8,265584.0,Black,Black,WA,Sedan,4.0,4.0,12950.0,761.7647058823529
Nissan,Patrol,2003,20,USED,Manual,4WD,Diesel,3.0,4.0,,284253.0,Grey,Grey,WA,SUV,4.0,7.0,15990.0,799.5
Kia,Picanto,2018,5,USED,Automatic,Front,Unleaded,1.2,4.0,5.8,69835.0,White,Black,WA,Hatchback,5.0,5.0,18499.0,3699.8
Toyota,Hilux,2010,13,USED,Manual,Rear,Unleaded,2.7,4.0,11.2,186416.0,Silver,,WA,Ute / Tray,2.0,3.0,12999.0,999.9230769230769
Holden,Caprice,2014,9,USED,Automatic,Rear,Premium,6.0,8.0,11.7,268802.0,Black,,WA,Sedan,4.0,5.0,24990.0,2776.6666666666665
Audi,SQ8,2020,3,USED,Automatic,AWD,Diesel,4.0,8.0,7.8,47750.0,Black,Black,WA,SUV,4.0,5.0,164889.0,54963.0
Kia,Sportage,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.9,49215.0,Black,,WA,SUV,4.0,5.0,29999.0,7499.75
Alfa,Romeo,2017,6,USED,Automatic,Front,Premium,1.7,4.0,6.8,52820.0,Red,,WA,Hatchback,5.0,5.0,28999.0,4833.166666666667
Subaru,Outback,2017,6,USED,Automatic,AWD,Premium,2.5,4.0,7.3,59359.0,White,,WA,SUV,4.0,5.0,31999.0,5333.166666666667
Mazda,3,2012,11,USED,Manual,Front,Unleaded,2.0,4.0,8.6,122362.0,Silver,Black,WA,Sedan,4.0,5.0,11455.0,1041.3636363636363
Kia,Cerato,2017,6,USED,Automatic,Front,Unleaded,2.0,4.0,7.3,74736.0,White,,WA,Sedan,4.0,5.0,21999.0,3666.5
Holden,Commodore,2012,11,USED,Manual,Rear,Unleaded,3.6,6.0,9.8,103373.0,White,,WA,Ute / Tray,2.0,2.0,21992.0,1999.2727272727273
Mazda,CX-5,2018,5,USED,Automatic,AWD,Unleaded,2.5,4.0,7.5,87245.0,Brown,,WA,SUV,4.0,5.0,29999.0,5999.8
Honda,HR-V,2015,8,USED,Automatic,Front,Unleaded,1.8,4.0,6.9,98048.0,Blue,,WA,SUV,4.0,5.0,23369.0,2921.125
HSV,Maloo,1996,27,USED,Automatic,Rear,Unleaded,5.0,8.0,,196528.0,Black,Black,WA,Ute / Tray,2.0,3.0,39990.0,1481.111111111111
Toyota,Landcruiser,2006,17,USED,Automatic,4WD,Diesel,4.2,6.0,11.2,429513.0,Silver,,WA,SUV,4.0,8.0,37999.0,2235.235294117647
Hyundai,Tucson,2018,5,USED,Automatic,Front,Unleaded,2.0,4.0,7.9,55738.0,White,Grey,WA,SUV,4.0,5.0,28982.0,5796.4
MG,ZST,2021,2,USED,Automatic,Front,Unleaded,1.3,3.0,7.3,7759.0,White,Black,WA,SUV,5.0,5.0,29999.0,14999.5
Holden,Colorado,2016,7,USED,Automatic,4WD,Diesel,2.8,4.0,9.4,159592.0,White,,WA,SUV,4.0,7.0,26369.0,3767.0
Jeep,Grand,2016,7,USED,Automatic,4WD,Premium,3.6,6.0,10.4,79287.0,Grey,Black,WA,SUV,4.0,5.0,33990.0,4855.714285714285
Hyundai,Tucson,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.9,68835.0,Blue,Black,WA,SUV,4.0,5.0,26990.0,8996.666666666666
Toyota,Landcruiser,2022,1,USED,Automatic,4WD,Diesel,2.8,4.0,7.9,27001.0,Blue,,WA,SUV,4.0,7.0,87999.0,87999.0
Mitsubishi,Outlander,2020,3,USED,Automatic,Front,Unleaded,2.4,4.0,7.2,28495.0,Grey,Black Fabric,WA,SUV,4.0,7.0,30990.0,10330.0
Ford,Ecosport,2015,8,USED,Automatic,Front,Premium,1.5,4.0,6.5,101344.0,Grey,,WA,SUV,4.0,5.0,13999.0,1749.875
Jeep,Wrangler,2007,16,USED,Automatic,4WD,Unleaded,3.8,6.0,11.6,164270.0,Silver,,WA,SUV,2.0,4.0,16990.0,1061.875
Holden,Trax,2013,10,USED,Automatic,Front,Unleaded,1.8,4.0,7.6,161900.0,Orange,,WA,SUV,4.0,5.0,13988.0,1398.8
Nissan,Elgrand,2010,13,USED,Automatic,Other,Unleaded,,,,139702.0,Purple,,WA,Wagon,,,22992.0,1768.6153846153845
Holden,Colorado,2017,6,USED,Automatic,4WD,Diesel,2.8,4.0,9.0,81461.0,Red,Grey,WA,Ute / Tray,4.0,5.0,34990.0,5831.666666666667
Mitsubishi,Triton,2017,6,USED,Manual,Rear,Unleaded,2.4,4.0,10.9,14950.0,White,,WA,Ute / Tray,2.0,2.0,27999.0,4666.5
Ford,Endura,2018,5,USED,Automatic,Front,Diesel,2.0,4.0,6.7,81500.0,Silver,,WA,SUV,4.0,5.0,30988.0,6197.6
Toyota,Hilux,2012,11,USED,Manual,4WD,Diesel,3.0,4.0,8.3,300200.0,,,WA,Ute / Tray,4.0,5.0,16990.0,1544.5454545454545
Honda,HR-V,2016,7,USED,Automatic,Front,Unleaded,1.8,4.0,6.9,74781.0,Silver,,WA,SUV,4.0,5.0,20990.0,2998.5714285714284
Hyundai,Santa,2010,13,USED,Manual,4WD,Diesel,2.2,4.0,6.7,208901.0,White,,WA,SUV,4.0,7.0,13999.0,1076.8461538461538
Mitsubishi,Pajero,2013,10,USED,Automatic,4WD,Diesel,3.2,4.0,9.0,222086.0,Black,Black,WA,SUV,4.0,7.0,25990.0,2599.0
Toyota,86,2016,7,USED,Manual,Rear,Premium,2.0,4.0,7.8,66901.0,Grey,Black,WA,Coupe,2.0,4.0,26877.0,3839.5714285714284
Nissan,Navara,2017,6,USED,Automatic,Other,Diesel,,,,53134.0,Blue,Black,WA,Ute / Tray,,,43990.0,7331.666666666667
Ford,Ranger,2013,10,USED,Automatic,4WD,Diesel,3.2,5.0,9.2,272300.0,White,Black,WA,Ute / Tray,2.0,2.0,17990.0,1799.0
Nissan,Navara,2019,4,USED,Manual,4WD,Diesel,2.3,4.0,6.5,109540.0,Silver,,WA,Ute / Tray,4.0,5.0,39998.0,9999.5
Mercedes-Benz,M-Class,2013,10,USED,Automatic,Other,,,,,160191.0,Black,,WA,Wagon,,,27999.0,2799.9
GWM,Haval,2023,0,NEW,Automatic,Front,Premium,1.5,4.0,8.1,1.0,Black,,WA,SUV,4.0,5.0,34485.0,34485.0
Hyundai,Santa,2011,12,USED,Automatic,4WD,Diesel,2.2,4.0,7.5,252120.0,White,Black,WA,SUV,4.0,5.0,11990.0,999.1666666666666
Mercedes-Benz,C200,2012,11,USED,Automatic,Rear,Premium,1.8,4.0,7.3,248527.0,Black,Black,WA,Wagon,4.0,5.0,9985.0,907.7272727272727
Mitsubishi,Outlander,2019,4,USED,Automatic,AWD,Unleaded,2.4,4.0,7.2,115918.0,Grey,Black,WA,SUV,4.0,7.0,26990.0,6747.5
Volvo,V50,2004,19,USED,Automatic,Front,Unleaded,2.4,5.0,9.2,132523.0,White,,WA,Wagon,4.0,5.0,9990.0,525.7894736842105
Toyota,Hilux,2014,9,USED,Automatic,4WD,Diesel,3.0,4.0,8.7,133218.0,White,Grey,WA,Ute / Tray,4.0,5.0,43990.0,4887.777777777777
Land,Rover,2008,15,USED,Automatic,4WD,Diesel,2.7,6.0,10.2,186627.0,Black,,WA,SUV,4.0,5.0,18990.0,1266.0
Nissan,Patrol,2010,13,USED,Automatic,4WD,Diesel,3.0,4.0,11.8,299991.0,White,,WA,SUV,4.0,7.0,19999.0,1538.3846153846155
Mercedes-Benz,C220,2017,6,USED,Automatic,Rear,Diesel,2.1,4.0,4.7,91581.0,White,,WA,Sedan,4.0,4.0,37888.0,6314.666666666667
Holden,Commodore,2005,18,USED,Manual,Rear,Unleaded,3.6,6.0,,259743.0,Silver,,WA,Ute / Tray,2.0,2.0,5990.0,332.77777777777777
Mitsubishi,ASX,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,93786.0,White,,WA,SUV,4.0,5.0,22488.0,5622.0
Toyota,Landcruiser,2003,20,USED,Manual,4WD,Unleaded,4.0,6.0,13.8,335974.0,White,,WA,SUV,4.0,8.0,14990.0,749.5
Holden,Astra,2018,5,USED,Automatic,Front,Unleaded,1.4,4.0,6.1,33999.0,White,,WA,Sedan,4.0,5.0,19988.0,3997.6
Audi,Q2,2019,4,USED,Automatic,AWD,Premium,2.0,4.0,6.5,35342.0,Silver,,WA,SUV,4.0,5.0,42369.0,10592.25
Land,Rover,2015,8,USED,Automatic,AWD,Diesel,2.2,4.0,6.1,135174.0,Grey,,WA,SUV,4.0,5.0,34999.0,4374.875
Mazda,BT-50,2021,2,USED,Automatic,4WD,Diesel,3.0,4.0,8.0,38592.0,White,,WA,Ute / Tray,4.0,5.0,59488.0,29744.0
Jaguar,XE,2017,6,USED,Automatic,Rear,Premium,2.0,4.0,6.3,125043.0,White,Standard Trim,WA,Sedan,4.0,5.0,28888.0,4814.666666666667
BMW,X3,2011,12,USED,Automatic,4WD,Diesel,3.0,6.0,6.0,119565.0,Silver,,WA,SUV,4.0,5.0,19888.0,1657.3333333333333
Smart,Fortwo,2007,16,USED,Automatic,Front,Premium,0.7,3.0,5.9,88178.0,Black,Black,WA,Coupe,2.0,2.0,5985.0,374.0625
MG,ZS,2021,2,USED,Automatic,Front,Electric,0.0,,,32953.0,White,Black,WA,SUV,4.0,5.0,39888.0,19944.0
Ford,Ranger,2018,5,USED,Automatic,4WD,Diesel,3.2,5.0,8.7,138989.0,White,Black,WA,Ute / Tray,4.0,5.0,37990.0,7598.0
Mitsubishi,Outlander,2017,6,USED,Automatic,AWD,Unleaded,2.4,4.0,7.5,89691.0,Red,Black,WA,SUV,4.0,7.0,27990.0,4665.0
Mitsubishi,ASX,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,50184.0,Grey,Black Fabric,WA,SUV,4.0,5.0,25290.0,12645.0
Ford,Ranger,2018,5,USED,Automatic,4WD,Diesel,3.2,5.0,8.7,140644.0,Silver,Black,WA,Ute / Tray,4.0,5.0,51990.0,10398.0
Volkswagen,Amarok,2017,6,USED,Automatic,4WD,Diesel,3.0,6.0,7.8,117156.0,Grey,,WA,Ute / Tray,4.0,5.0,46999.0,7833.166666666667
Volkswagen,T-Cross,2022,1,USED,Automatic,Front,Premium,1.0,3.0,5.4,14795.0,Silver,Black,WA,SUV,4.0,5.0,34990.0,34990.0
Toyota,Landcruiser,2015,8,USED,Automatic,4WD,Diesel,3.0,4.0,8.5,183536.0,White,,WA,SUV,4.0,7.0,48990.0,6123.75
Holden,Colorado,2016,7,USED,Manual,4WD,Diesel,2.8,4.0,7.9,125168.0,White,Black,WA,Ute / Tray,4.0,5.0,29490.0,4212.857142857143
Holden,Epica,2009,14,USED,Automatic,Front,Unleaded,2.5,6.0,9.3,202000.0,Silver,,WA,Sedan,4.0,5.0,4999.0,357.07142857142856
Mazda,Tribute,2004,19,USED,Automatic,4WD,Unleaded,3.0,6.0,13.0,235117.0,Gold,,WA,SUV,4.0,5.0,4990.0,262.63157894736844
Mitsubishi,Challenger,2012,11,USED,Automatic,Other,,,,,145727.0,Silver,,WA,Wagon,,,18980.0,1725.4545454545455
Toyota,Hilux,2011,12,USED,Automatic,4WD,Unleaded,4.0,6.0,13.0,198324.0,Grey,Grey,WA,Ute / Tray,4.0,5.0,24990.0,2082.5
Mitsubishi,Eclipse,2019,4,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,46097.0,Silver,Black,WA,SUV,4.0,5.0,29995.0,7498.75
Land,Rover,2017,6,USED,Automatic,AWD,Diesel,3.0,6.0,7.0,61204.0,White,White,WA,SUV,4.0,5.0,98888.0,16481.333333333332
Holden,Malibu,2016,7,USED,Automatic,Front,Unleaded,2.4,4.0,8.0,123333.0,Grey,,WA,Sedan,4.0,5.0,12990.0,1855.7142857142858
Hyundai,I30,2023,0,DEMO,Manual,Front,Unleaded,,,,11.0,Grey,,WA,Hatchback,,,25990.0,25990.0
Subaru,Forester,2016,7,USED,Automatic,AWD,Unleaded,2.5,4.0,8.1,87939.0,Silver,Black,WA,SUV,4.0,5.0,25998.0,3714.0
Kia,Sportage,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,7.9,60395.0,White,,WA,SUV,4.0,5.0,29480.0,14740.0
Hyundai,I30,2021,2,USED,Automatic,Front,Unleaded,1.6,4.0,7.1,22030.0,Grey,Grey,WA,Hatchback,4.0,5.0,35984.0,17992.0
Hyundai,Kona,2018,5,USED,Automatic,AWD,Unleaded,1.6,4.0,6.7,43000.0,Black,,WA,SUV,4.0,5.0,24999.0,4999.8
Mazda,CX-5,2021,2,USED,Automatic,AWD,Diesel,2.2,4.0,6.0,29860.0,Grey,Grey,WA,SUV,4.0,5.0,39978.0,19989.0
Ford,Ranger,2018,5,USED,Automatic,4WD,Diesel,3.2,5.0,8.9,115822.0,Silver,Black,WA,Ute / Tray,4.0,5.0,49900.0,9980.0
Mitsubishi,Lancer,2009,14,USED,Manual,Front,Unleaded,2.0,4.0,7.7,232399.0,Red,,WA,Sedan,4.0,5.0,5990.0,427.85714285714283
Toyota,Landcruiser,2023,0,USED,Manual,AWD,Diesel,4.5,8.0,10.7,250.0,White,,WA,Ute / Tray,2.0,2.0,125994.0,125994.0
Toyota,Corolla,2002,21,USED,Automatic,Front,Unleaded,1.8,4.0,7.8,191225.0,Silver,,WA,Hatchback,5.0,5.0,7990.0,380.4761904761905
Mercedes-Benz,CLA45,2021,2,USED,Automatic,AWD,Premium,2.0,4.0,8.9,26482.0,Black,Black,WA,Sedan,4.0,5.0,117990.0,58995.0
Toyota,Landcruiser,2015,8,USED,Automatic,4WD,Diesel,3.0,4.0,8.5,119984.0,Blue,Black Cloth,WA,SUV,4.0,7.0,48888.0,6111.0
Mazda,BT-50,2015,8,USED,Manual,Rear,Diesel,2.2,4.0,7.6,180340.0,Blue,,WA,Ute / Tray,2.0,3.0,14999.0,1874.875
Toyota,Landcruiser,2023,0,USED,Manual,AWD,Diesel,4.5,8.0,10.7,50.0,White,,WA,Ute / Tray,2.0,2.0,123984.0,123984.0
Holden,Captiva,2015,8,USED,Automatic,Front,Unleaded,2.4,4.0,9.0,90737.0,White,Black,WA,SUV,4.0,7.0,15990.0,1998.75
Honda,Accord,2015,8,USED,Automatic,Front,Hybrid,2.0,4.0,4.6,90800.0,White,,WA,Sedan,4.0,5.0,27990.0,3498.75
Holden,Captiva,2014,9,USED,Automatic,Other,,,,,175349.0,Black,,WA,Wagon,,,14990.0,1665.5555555555557
Mazda,CX-30,2022,1,USED,Automatic,Front,Unleaded,2.0,4.0,6.5,3766.0,Red,Black,WA,SUV,4.0,5.0,36990.0,36990.0
Audi,A5,2018,5,USED,Automatic,AWD,Premium,2.0,4.0,6.5,78864.0,White,,WA,Hatchback,5.0,4.0,44991.0,8998.2
Mitsubishi,Triton,2015,8,USED,Manual,Rear,Unleaded,2.4,4.0,10.9,251548.0,White,,WA,Ute / Tray,2.0,2.0,10990.0,1373.75
Land,Rover,2012,11,USED,Automatic,4WD,Diesel,3.0,6.0,9.2,159768.0,Black,,WA,SUV,4.0,5.0,39990.0,3635.4545454545455
