Brand,Model,Year,VehicleAge,UsedOrNew,Transmission,DriveType,FuelType,EngineSizeL,Cylinders,FuelConsumption_L100km,Kilometres,ExteriorColour,InteriorColour,State,BodyType,Doors,Seats,Price,PricePerYearAge
Nissan,Navara,2021,2,USED,Automatic,4WD,Diesel,2.3,4.0,8.1,25814.0,Grey,,NSW,Ute / Tray,4.0,5.0,69990.0,34995.0
Hyundai,Tucson,2005,18,USED,Automatic,AWD,Unleaded,2.7,6.0,11.0,204000.0,Blue,Beige,WA,SUV,4.0,5.0,7999.0,444.3888888888889
Holden,Commodore,2018,5,USED,Automatic,Front,Premium,2.0,4.0,7.7,28000.0,White,,NSW,Wagon,4.0,5.0,23850.0,4770.0
BMW,M2,2021,2,USED,Automatic,Rear,Premium,3.0,6.0,9.1,3208.0,Black,,NSW,Coupe,2.0,4.0,119900.0,59950.0
Toyota,RAV4,2020,3,USED,Automatic,AWD,Hybrid,2.5,4.0,4.8,42998.0,Silver,Black,NSW,SUV,5.0,5.0,53888.0,17962.666666666668
Kia,RIO,2020,3,USED,Automatic,Front,Unleaded,1.0,3.0,5.4,49500.0,,,NSW,Hatchback,5.0,5.0,23999.0,7999.666666666667
Volkswagen,Polo,2021,2,USED,Automatic,Front,Premium,1.0,3.0,5.0,25768.0,Grey,,NSW,Hatchback,5.0,5.0,22912.0,11456.0
Ford,Ranger,2016,7,USED,Manual,4WD,Diesel,3.2,5.0,8.3,221626.0,White,Grey  Cloth,NSW,Ute / Tray,4.0,5.0,24990.0,3570.0
Holden,UTE,2014,9,USED,Automatic,Rear,Unleaded,3.6,6.0,9.9,178013.0,White,,SA,Ute / Tray,2.0,2.0,18990.0,2110.0
Holden,Commodore,2006,17,USED,Automatic,Rear,Unleaded,3.6,6.0,11.0,214000.0,Silver,Black,WA,Ute / Tray,2.0,2.0,8990.0,528.8235294117648
Audi,TT,2019,4,USED,Automatic,AWD,Premium,2.0,4.0,6.6,48587.0,White,Black,NSW,Coupe,2.0,2.0,71880.0,17970.0
Holden,Commodore,2016,7,USED,Automatic,Rear,Premium,6.2,8.0,11.8,150555.0,Red,Black,NSW,Sedan,4.0,5.0,44950.0,6421.428571428572
Nissan,Navara,2013,10,USED,Manual,4WD,Diesel,2.5,4.0,9.8,120461.0,Blue,,NSW,Ute / Tray,4.0,5.0,18800.0,1880.0
Toyota,Corolla,2016,7,USED,Automatic,Front,Unleaded,1.8,4.0,6.1,133326.0,White,4Efa20,NSW,Hatchback,5.0,5.0,19990.0,2855.714285714286
Ford,Ranger,2019,4,USED,Automatic,4WD,Diesel,2.0,4.0,7.4,163167.0,White,,NSW,Ute / Tray,4.0,5.0,44950.0,11237.5
Kia,Cerato,2016,7,USED,Automatic,Front,Unleaded,2.0,4.0,7.1,94423.0,Black,,NSW,Hatchback,5.0,5.0,16800.0,2400.0
Nissan,Navara,2018,5,USED,Automatic,4WD,Diesel,2.3,4.0,7.0,87020.0,Grey,,NSW,Ute / Tray,2.0,4.0,39388.0,7877.6
Hyundai,I30,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,51416.0,Silver,,WA,Hatchback,4.0,5.0,28990.0,9663.333333333334
Lexus,RX450H,2019,4,USED,Automatic,AWD,Hybrid,3.5,6.0,5.7,89503.0,White,Black,NSW,SUV,4.0,5.0,69900.0,17475.0
Skoda,Kamiq,2022,1,USED,Automatic,Front,Premium,1.5,4.0,5.6,5911.0,Black,,NSW,SUV,4.0,5.0,35990.0,35990.0
Holden,Calais,2018,5,USED,Automatic,AWD,Premium,3.6,6.0,9.1,119845.0,White,Grey,SA,Wagon,4.0,5.0,26990.0,5398.0
Ford,Everest,2017,6,USED,Automatic,AWD,Diesel,3.2,5.0,8.5,135158.0,Blue,Black,NSW,SUV,4.0,7.0,39880.0,6646.666666666667
Toyota,C-HR,2018,5,USED,Automatic,Front,Premium,1.2,4.0,5.5,66948.0,Black,Grey,NSW,SUV,4.0,5.0,29888.0,5977.6
Mazda,3,2014,9,USED,Automatic,Front,Unleaded,2.5,4.0,6.0,191287.0,Grey,Black,NSW,Hatchback,5.0,5.0,16980.0,1886.6666666666667
Hyundai,Tucson,2018,5,USED,Automatic,Front,Unleaded,2.0,4.0,7.9,54340.0,White,Leather,NSW,SUV,4.0,5.0,26890.0,5378.0
Toyota,Corolla,2018,5,USED,Automatic,Front,Hybrid,1.8,4.0,4.2,61603.0,White,Black,NSW,Hatchback,5.0,5.0,37990.0,7598.0
Toyota,Hilux,2016,7,USED,Automatic,4WD,Diesel,2.8,4.0,8.5,166000.0,Blue,Black,WA,Ute / Tray,4.0,5.0,39990.0,5712.857142857143
Jaguar,E-Pace,2019,4,USED,Automatic,AWD,Diesel,2.0,4.0,6.0,31120.0,Grey,Black,NSW,SUV,4.0,5.0,51888.0,12972.0
Kia,Sportage,2017,6,USED,Automatic,Front,Unleaded,2.0,4.0,7.9,71397.0,Silver,Grey,NSW,SUV,4.0,5.0,24950.0,4158.333333333333
Nissan,X-Trail,2014,9,USED,Manual,Front,Unleaded,2.0,4.0,8.2,130641.0,White,,NSW,SUV,4.0,5.0,16771.0,1863.4444444444443
Ford,Territory,2011,12,USED,Automatic,Rear,Unleaded,4.0,6.0,12.8,107752.0,Silver,Black,NSW,SUV,4.0,7.0,11420.0,951.6666666666666
Mitsubishi,Triton,2018,5,USED,Manual,4WD,Diesel,2.4,4.0,7.2,131475.0,White,Grey,SA,Ute / Tray,4.0,5.0,31990.0,6398.0
Ford,Ranger,2013,10,USED,Manual,4WD,Diesel,3.2,5.0,9.4,154894.0,Silver,,NSW,Ute / Tray,4.0,5.0,32950.0,3295.0
Hyundai,Tucson,2021,2,USED,Automatic,AWD,Unleaded,1.6,4.0,7.2,33001.0,White,Black,NSW,SUV,4.0,5.0,48990.0,24495.0
Subaru,Outback,2015,8,USED,Automatic,AWD,Premium,2.5,4.0,7.3,141738.0,Black,,NSW,SUV,4.0,5.0,19771.0,2471.375
BMW,3,2006,17,USED,Automatic,Other,Unleaded,,,,94217.0,Black,,NSW,Other,,,9999.0,588.1764705882352
Toyota,GR,2020,3,USED,Manual,AWD,Premium,1.6,3.0,7.6,40024.0,White,Silver,NSW,Hatchback,3.0,4.0,45990.0,15330.0
Hyundai,Santa,2019,4,USED,Automatic,AWD,Diesel,2.2,4.0,7.5,111776.0,Blue,,WA,SUV,4.0,7.0,35990.0,8997.5
Holden,Captiva,2013,10,USED,Automatic,Front,Unleaded,2.4,4.0,8.8,171000.0,,,NSW,SUV,4.0,5.0,7999.0,799.9
Hyundai,I20,2012,11,USED,Automatic,Front,Unleaded,1.4,4.0,6.4,125446.0,White,,NSW,Hatchback,5.0,5.0,12990.0,1180.909090909091
Toyota,Landcruiser,2002,21,USED,Automatic,4WD,Diesel,3.0,4.0,,433260.0,White,Grey,NSW,SUV,4.0,8.0,10990.0,523.3333333333334
Isuzu,D-MAX,2016,7,USED,Automatic,4WD,Diesel,3.0,4.0,8.1,178320.0,White,Grey  Cloth,NSW,Ute / Tray,2.0,2.0,32990.0,4712.857142857143
Toyota,Camry,2021,2,USED,Automatic,Front,Hybrid,2.5,4.0,4.5,2030.0,White,2Zfa20,NSW,Sedan,4.0,5.0,46990.0,23495.0
Hyundai,Iload,2014,9,USED,Manual,Rear,Diesel,2.5,4.0,8.0,217073.0,Black,,NSW,Commercial,4.0,6.0,14800.0,1644.4444444444443
Toyota,Corolla,2019,4,USED,Automatic,Front,Hybrid,1.8,4.0,4.2,23826.0,Silver,Grey,SA,Hatchback,5.0,5.0,33990.0,8497.5
Subaru,XV,2016,7,USED,Manual,AWD,Unleaded,2.0,4.0,7.3,150201.0,Grey,Black,NSW,SUV,4.0,5.0,21995.0,3142.1428571428573
Mitsubishi,ASX,2014,9,USED,Automatic,4WD,Diesel,2.3,4.0,5.8,166149.0,Brown,,NSW,SUV,4.0,5.0,15888.0,1765.3333333333333
Honda,Civic,2018,5,USED,Automatic,Front,Unleaded,1.5,4.0,6.0,38419.0,Silver,Black,NSW,Sedan,4.0,5.0,33800.0,6760.0
Holden,Captiva,2012,11,USED,Automatic,AWD,Diesel,2.2,4.0,8.1,188000.0,White,Black,WA,SUV,4.0,7.0,8990.0,817.2727272727273
Holden,Colorado,2010,13,USED,Automatic,4WD,Diesel,3.0,4.0,9.0,170500.0,White,,NSW,Ute / Tray,4.0,5.0,20990.0,1614.6153846153845
Great,Wall,2011,12,USED,Manual,4WD,Unleaded,2.4,4.0,10.7,63598.0,Black,,NSW,Ute / Tray,4.0,5.0,12999.0,1083.25
Toyota,Camry,2017,6,USED,Automatic,Front,Unleaded,2.5,4.0,7.9,103786.0,White,,NSW,Sedan,4.0,5.0,23990.0,3998.3333333333335
Honda,Fit,2014,9,USED,,Other,Other,,,,44248.0,Black,Black,NSW,Hatchback,,,18995.0,2110.5555555555557
Ford,Focus,2013,10,USED,Manual,Front,Unleaded,2.0,4.0,7.2,75426.0,Black,,NSW,Hatchback,5.0,5.0,17888.0,1788.8
Ford,Ranger,2020,3,USED,Automatic,4WD,Diesel,2.0,4.0,7.4,56076.0,Grey,,NSW,Ute / Tray,4.0,5.0,58888.0,19629.333333333332
Mazda,CX-5,2021,2,USED,Automatic,AWD,Unleaded,2.5,4.0,8.2,51806.0,Grey,Black,NSW,SUV,4.0,5.0,43987.0,21993.5
Ford,Ranger,2017,6,USED,Automatic,Rear,Diesel,2.2,4.0,7.5,95539.0,White,Grey,SA,Ute / Tray,4.0,5.0,29990.0,4998.333333333333
Mitsubishi,Outlander,2016,7,USED,Automatic,AWD,Diesel,2.3,4.0,5.8,138086.0,Silver,Black,NSW,SUV,4.0,7.0,29995.0,4285.0
Kia,Sportage,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.9,36000.0,Black,,NSW,SUV,4.0,5.0,31990.0,10663.333333333334
Toyota,Hilux,2012,11,USED,Automatic,4WD,Diesel,3.0,4.0,9.3,176700.0,Blue,Black,WA,Ute / Tray,4.0,5.0,33990.0,3090.0
Nissan,Qashqai,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,6.9,68118.0,Silver,,NSW,SUV,4.0,5.0,26990.0,6747.5
Toyota,Yaris,2019,4,USED,Automatic,Front,Unleaded,1.3,4.0,6.4,111041.0,White,Black,NSW,Hatchback,5.0,5.0,20990.0,5247.5
Honda,Jazz,2008,15,USED,Automatic,Front,Unleaded,1.3,4.0,6.6,196751.0,Silver,,NSW,Hatchback,5.0,5.0,6990.0,466.0
Kia,Carnival,2020,3,USED,Automatic,Front,Diesel,2.2,4.0,6.5,59541.0,Grey,Black,NSW,Wagon,4.0,8.0,45990.0,15330.0
Jeep,Grand,2017,6,USED,Automatic,4WD,Diesel,3.0,6.0,7.5,244956.0,Grey,Black,NSW,SUV,4.0,5.0,23990.0,3998.3333333333335
Kia,Sorento,2019,4,USED,Automatic,AWD,Diesel,2.2,4.0,7.2,113825.0,Blue,Grey,SA,SUV,4.0,7.0,34990.0,8747.5
Nissan,Qashqai,2015,8,USED,Automatic,Front,Unleaded,2.0,4.0,6.9,159000.0,Blue,Black,WA,SUV,4.0,5.0,15990.0,1998.75
MG,MG3,2021,2,USED,Automatic,Front,Premium,1.5,4.0,6.7,26480.0,White,,NSW,Hatchback,5.0,5.0,15999.0,7999.5
Toyota,Hilux,2019,4,USED,Automatic,4WD,Diesel,2.8,4.0,8.5,42136.0,Red,Black,NSW,Ute / Tray,4.0,5.0,61990.0,15497.5
Kia,Stinger,2020,3,USED,Automatic,Rear,Unleaded,3.3,6.0,10.2,16794.0,White,,NSW,Sedan,4.0,5.0,59990.0,19996.666666666668
Volkswagen,Tiguan,2019,4,USED,Automatic,AWD,Premium,2.0,4.0,8.1,43698.0,Black,Titanium Black & Crystal Grey,NSW,SUV,4.0,5.0,44990.0,11247.5
Hyundai,Santa,2014,9,USED,Automatic,AWD,Diesel,2.2,4.0,7.3,76847.0,White,,NSW,SUV,4.0,7.0,29999.0,3333.222222222222
Hyundai,Imax,2016,7,USED,Automatic,Rear,Diesel,2.5,4.0,9.0,100260.0,White,Grey,SA,Wagon,4.0,8.0,27990.0,3998.5714285714284
MG,HS,2020,3,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,52476.0,White,,NSW,SUV,4.0,5.0,26888.0,8962.666666666666
MG,HS,2022,1,USED,Automatic,Front,Unleaded,1.5,4.0,7.3,25250.0,White,,NSW,SUV,4.0,5.0,24990.0,24990.0
Ford,Falcon,2012,11,USED,Automatic,Rear,Unleaded,4.0,6.0,11.7,141993.0,Black,Black,NSW,Sedan,4.0,5.0,33990.0,3090.0
Toyota,Rav,2013,10,USED,Automatic,Other,Diesel,,,,111300.0,Grey,Black,NSW,Wagon,,,22995.0,2299.5
Mitsubishi,Triton,2008,15,USED,Automatic,4WD,Diesel,3.2,4.0,9.9,267459.0,Grey,Black,NSW,Ute / Tray,4.0,5.0,16995.0,1133.0
Lexus,IS250,2005,18,USED,Automatic,Rear,Premium,2.5,6.0,9.7,232162.0,Silver,,NSW,Sedan,4.0,5.0,9999.0,555.5
Holden,Equinox,2018,5,USED,Automatic,AWD,Premium,2.0,4.0,8.4,137264.0,Grey,Grey,SA,SUV,4.0,5.0,24990.0,4998.0
Mitsubishi,ASX,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,74932.0,Grey,Grey,NSW,SUV,4.0,5.0,24950.0,6237.5
Volvo,XC60,2022,1,DEMO,Automatic,AWD,Premium,2.0,4.0,7.6,1041.0,Grey,Charcoal Leather,NSW,SUV,4.0,5.0,88990.0,88990.0
Mazda,CX-5,2017,6,USED,Automatic,Front,Unleaded,2.0,4.0,6.4,185570.0,Red,,NSW,SUV,4.0,5.0,24990.0,4165.0
Mazda,CX-3,2018,5,USED,Automatic,Front,Unleaded,2.0,4.0,6.1,65230.0,Red,Grey,NSW,SUV,4.0,5.0,25995.0,5199.0
Mitsubishi,Outlander,2021,2,USED,Automatic,Front,Unleaded,2.4,4.0,7.2,44568.0,White,Black,NSW,SUV,4.0,7.0,29990.0,14995.0
Mazda,3,2021,2,USED,Automatic,Front,Unleaded,2.5,4.0,6.5,12496.0,White,Grey,SA,Sedan,4.0,5.0,37990.0,18995.0
Mazda,BT-50,2018,5,USED,Manual,4WD,Diesel,3.2,5.0,8.9,89520.0,White,,NSW,Ute / Tray,4.0,5.0,39990.0,7998.0
Toyota,HiAce,2022,1,USED,Automatic,Other,Unleaded,,,,658.0,Black,Grey,NSW,Commercial,,,79888.0,79888.0
Holden,UTE,2013,10,USED,Automatic,Rear,Unleaded,3.6,6.0,9.9,157828.0,White,Black,NSW,Ute / Tray,2.0,2.0,19990.0,1999.0
Toyota,Rav,2011,12,USED,Manual,Other,Unleaded,,,,279568.0,Grey,Black,NSW,Wagon,,,10980.0,915.0
Jeep,Grand,2014,9,USED,Automatic,4WD,Diesel,3.0,6.0,7.5,171650.0,White,,NSW,SUV,4.0,5.0,32995.0,3666.1111111111113
Toyota,C-HR,2021,2,USED,Automatic,Front,Hybrid,1.8,4.0,4.3,34779.0,Red,2Xfl24,NSW,SUV,4.0,5.0,46990.0,23495.0
Holden,Colorado,2015,8,USED,Automatic,Rear,Diesel,2.8,4.0,8.9,200486.0,White,,NSW,Ute / Tray,4.0,5.0,20990.0,2623.75
Mitsubishi,Triton,2018,5,USED,Manual,Other,Diesel,,,,53906.0,White,Grey,SA,Ute / Tray,,,34990.0,6998.0
Hyundai,I30,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,56440.0,White,Black,NSW,Hatchback,4.0,5.0,22990.0,7663.333333333333
Hyundai,I30,2013,10,USED,Manual,Front,Unleaded,2.0,4.0,7.2,158415.0,Black,,NSW,Hatchback,5.0,5.0,13950.0,1395.0
Nissan,Skyline,1998,25,USED,Manual,Other,Premium,,,,69884.0,Blue,Grey,NSW,Coupe,,,76888.0,3075.52
Holden,Cruze,2011,12,USED,Automatic,Front,Unleaded,1.4,4.0,6.9,141102.0,Grey,Black,NSW,Sedan,4.0,5.0,10995.0,916.25
Mitsubishi,ASX,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,7.6,44645.0,White,,NSW,SUV,4.0,5.0,28990.0,14495.0
Audi,A1,2021,2,USED,Automatic,Front,Premium,2.0,4.0,6.4,61025.0,Blue,Silver And Black Silk Nappa,NSW,Hatchback,5.0,5.0,40990.0,20495.0
Nissan,X-Trail,2019,4,USED,Automatic,Front,Unleaded,2.5,4.0,7.9,97143.0,Silver,Grey,SA,SUV,4.0,5.0,25990.0,6497.5
Subaru,Forester,2020,3,USED,Automatic,AWD,Unleaded,2.5,4.0,7.4,55815.0,Grey,,NSW,SUV,4.0,5.0,30990.0,10330.0
Mazda,CX-3,2018,5,USED,Automatic,Front,Unleaded,2.0,4.0,6.1,20094.0,Blue,Black,NSW,SUV,4.0,5.0,24888.0,4977.6
Holden,Captiva,2017,6,USED,Automatic,AWD,Unleaded,3.0,6.0,10.1,129800.0,,,NSW,SUV,4.0,7.0,17999.0,2999.8333333333335
Holden,Colorado,2016,7,USED,Automatic,Rear,Diesel,2.8,4.0,8.9,207250.0,White,,NSW,Ute / Tray,4.0,5.0,18888.0,2698.285714285714
Mazda,2,2011,12,USED,Manual,Front,Unleaded,1.5,4.0,6.4,92454.0,White,Grey,SA,Hatchback,5.0,5.0,10990.0,915.8333333333334
Mazda,CX-9,2009,14,USED,Automatic,4WD,Unleaded,3.7,6.0,13.0,229224.0,Green,Grey,NSW,SUV,4.0,7.0,10600.0,757.1428571428571
Toyota,Hilux,2012,11,USED,Manual,Rear,Diesel,3.0,4.0,8.1,286525.0,White,Grey,NSW,Ute / Tray,2.0,2.0,15950.0,1450.0
BMW,X2,2018,5,USED,Automatic,AWD,Premium,2.0,4.0,7.4,32054.0,Grey,Black Leather,NSW,SUV,4.0,5.0,48800.0,9760.0
Nissan,Maxima,2013,10,USED,Automatic,Front,Unleaded,2.5,6.0,9.5,213012.0,Grey,,NSW,Sedan,4.0,5.0,7999.0,799.9
Kia,Cerato,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,47000.0,White,,NSW,Hatchback,5.0,5.0,25750.0,8583.333333333334
Toyota,Yaris,2022,1,USED,Automatic,Front,Unleaded,1.5,3.0,4.9,6693.0,Green,,NSW,Hatchback,5.0,5.0,28745.0,28745.0
Ford,Mondeo,2017,6,USED,Automatic,Front,Diesel,2.0,4.0,5.1,143512.0,Silver,Grey,SA,Hatchback,5.0,5.0,18990.0,3165.0
Land,Rover,2018,5,USED,Automatic,AWD,Diesel,3.0,6.0,6.4,127624.0,Black,,NSW,SUV,4.0,5.0,69990.0,13998.0
Nissan,Qashqai,2018,5,USED,Automatic,Front,Unleaded,2.0,4.0,6.9,79202.0,White,Black,NSW,SUV,4.0,5.0,27490.0,5498.0
Nissan,Leaf,2014,9,USED,,Other,Electric,,,,63007.0,,,NSW,Hatchback,,,17995.0,1999.4444444444443
Hyundai,I30,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,58585.0,White,Black,NSW,Hatchback,4.0,5.0,21890.0,7296.666666666667
Volkswagen,Golf,2023,0,DEMO,Automatic,Front,Premium,2.0,4.0,7.0,21.0,Blue,,NSW,Hatchback,5.0,5.0,62990.0,62990.0
Nissan,Navara,2010,13,USED,Manual,Rear,Diesel,2.5,4.0,9.8,86143.0,White,Grey,SA,Ute / Tray,4.0,5.0,22990.0,1768.4615384615386
Mitsubishi,Triton,2013,10,USED,Manual,Other,Diesel,,,,160783.0,Silver,,NSW,Ute / Tray,,,17990.0,1799.0
Honda,CR-V,2005,18,USED,Manual,4WD,Unleaded,2.4,4.0,9.0,214226.0,Black,,NSW,SUV,4.0,5.0,7990.0,443.8888888888889
Toyota,Hilux,2021,2,USED,Automatic,4WD,Diesel,2.8,4.0,8.4,56417.0,Grey,2Lle21,NSW,Ute / Tray,4.0,5.0,68990.0,34495.0
Land,Rover,2013,10,USED,Automatic,Other,Diesel,,,,57227.0,Black,Cream Leather,NSW,Wagon,,,34990.0,3499.0
Ford,Fiesta,2014,9,USED,Manual,Front,Unleaded,1.6,4.0,6.2,95418.0,Black,Grey,SA,Hatchback,3.0,5.0,17990.0,1998.888888888889
Toyota,Corolla,2015,8,USED,Automatic,Other,,,,,120117.0,Silver,Grey,NSW,Wagon,,,20995.0,2624.375
Mazda,CX-5,2023,0,NEW,Automatic,AWD,Unleaded,2.5,4.0,7.5,7.0,Blue,Black Leather,NSW,SUV,4.0,5.0,54188.0,54188.0
Toyota,Hilux,2017,6,USED,Automatic,4WD,Diesel,2.8,4.0,8.5,134138.0,White,Black,NSW,Ute / Tray,4.0,5.0,39990.0,6665.0
Hyundai,Kona,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,6.2,50975.0,Blue,Black,NSW,SUV,4.0,5.0,26990.0,13495.0
Mazda,3,2013,10,USED,Manual,Front,Unleaded,2.0,4.0,8.6,162642.0,Red,,NSW,Sedan,4.0,5.0,11986.0,1198.6
Holden,Acadia,2019,4,USED,Automatic,Front,Unleaded,3.6,6.0,8.9,144188.0,Blue,Grey,SA,SUV,4.0,7.0,29980.0,7495.0
Toyota,Corolla,2015,8,USED,Manual,Front,Unleaded,1.8,4.0,7.1,97000.0,White,Cloth,NSW,Hatchback,5.0,5.0,18990.0,2373.75
Kia,Sorento,2019,4,USED,Automatic,AWD,Diesel,2.2,4.0,7.2,67092.0,Silver,Black,NSW,SUV,4.0,7.0,38990.0,9747.5
BMW,7,2007,16,USED,Automatic,Other,Diesel,,,,104235.0,Silver,,NSW,Other,,,22999.0,1437.4375
Toyota,Landcruiser,2020,3,USED,Automatic,4WD,Diesel,2.8,4.0,8.0,125247.0,White,,NSW,SUV,4.0,7.0,69990.0,23330.0
Ford,Focus,2012,11,USED,Manual,Front,Unleaded,2.0,4.0,7.2,57485.0,Blue,Grey,SA,Hatchback,5.0,5.0,13980.0,1270.909090909091
Kia,Picanto,2016,7,USED,Automatic,Front,Unleaded,1.2,4.0,5.3,108364.0,Silver,,NSW,Hatchback,5.0,5.0,14660.0,2094.285714285714
Nissan,Pulsar,1994,29,USED,Manual,Other,,,,,108295.0,White,,NSW,Hatchback,,,39888.0,1375.448275862069
Ford,Falcon,2011,12,USED,Automatic,Rear,Unleaded,4.0,6.0,9.9,43966.0,Red,Grey,NSW,Sedan,4.0,5.0,23990.0,1999.1666666666667
Ford,Territory,2015,8,USED,Automatic,AWD,Diesel,2.7,6.0,8.8,122789.0,Silver,Grey,SA,SUV,4.0,5.0,21980.0,2747.5
Ford,Ranger,2014,9,USED,Automatic,4WD,Diesel,3.2,5.0,9.2,177422.0,White,,NSW,Ute / Tray,2.0,2.0,22888.0,2543.1111111111113
Toyota,Yaris,2020,3,USED,Automatic,Front,Unleaded,1.5,3.0,5.4,28947.0,White,40Fa60,NSW,SUV,4.0,5.0,33490.0,11163.333333333334
Kia,Cerato,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,53883.0,Grey,Black,NSW,Hatchback,5.0,5.0,22490.0,7496.666666666667
Mitsubishi,Outlander,2021,2,USED,Automatic,Front,Unleaded,2.4,4.0,7.2,47097.0,White,Black,NSW,SUV,4.0,7.0,29990.0,14995.0
Isuzu,MU-X,2018,5,USED,Automatic,Front,Diesel,3.0,4.0,8.0,98150.0,Silver,Grey,SA,SUV,4.0,7.0,36990.0,7398.0
Mitsubishi,Outlander,2011,12,USED,Automatic,Front,Unleaded,2.4,4.0,9.3,170664.0,Blue,,NSW,SUV,4.0,5.0,8990.0,749.1666666666666
Jaguar,F-Pace,2017,6,USED,Automatic,AWD,Premium,3.0,6.0,8.9,73840.0,Red,Black,NSW,SUV,4.0,5.0,62950.0,10491.666666666666
Kia,Cerato,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,7.4,56189.0,White,Black,NSW,Hatchback,5.0,5.0,21888.0,7296.0
Toyota,Hilux,2017,6,USED,Automatic,4WD,Diesel,2.8,4.0,8.5,116988.0,Black,Black,NSW,Ute / Tray,4.0,5.0,44888.0,7481.333333333333
Ford,Focus,2015,8,USED,Automatic,Front,Unleaded,,,,116091.0,Grey,Grey,SA,Hatchback,,,16990.0,2123.75
Toyota,Kluger,2021,2,USED,Automatic,AWD,Hybrid,2.5,4.0,5.6,48832.0,Grey,9Meb20,NSW,SUV,5.0,7.0,64990.0,32495.0
Ford,Focus,2018,5,USED,Automatic,Front,Unleaded,1.5,4.0,6.2,87239.0,Blue,Grey,NSW,Hatchback,5.0,5.0,19950.0,3990.0
Toyota,RAV4,2023,0,USED,Automatic,Front,Unleaded,2.0,4.0,6.0,559.0,White,,NSW,SUV,5.0,5.0,45987.0,45987.0
Ford,Ranger,2016,7,USED,Automatic,4WD,Diesel,3.2,5.0,8.8,84841.0,White,,NSW,Ute / Tray,4.0,5.0,31999.0,4571.285714285715
Holden,Jackaroo,1998,25,USED,Automatic,4WD,Unleaded,3.5,6.0,15.0,187400.0,Gold,Grey,SA,SUV,4.0,7.0,10990.0,439.6
Skoda,Superb,2023,0,DEMO,Automatic,4WD,Premium,2.0,4.0,8.2,1500.0,Blue,Sportline,NSW,Wagon,4.0,5.0,73540.0,73540.0
Subaru,Forester,2006,17,USED,Automatic,Other,Premium,,,,120026.0,Silver,Grey,NSW,Wagon,,,17888.0,1052.235294117647
Toyota,Corolla,2018,5,USED,Automatic,Front,Hybrid,1.8,4.0,4.2,86578.0,Blue,Black,NSW,Hatchback,5.0,5.0,29990.0,5998.0
Skoda,Kamiq,2022,1,DEMO,Automatic,Front,Premium,1.5,4.0,5.6,534.0,White,Sportline,NSW,SUV,4.0,5.0,42990.0,42990.0
Holden,Commodore,2018,5,USED,Automatic,AWD,Unleaded,3.6,6.0,8.9,73353.0,White,Grey,SA,Hatchback,5.0,5.0,23980.0,4796.0
Renault,Koleos,2014,9,USED,Automatic,Front,Premium,2.5,4.0,9.3,92029.0,Grey,Black,NSW,SUV,4.0,5.0,11995.0,1332.7777777777778
Toyota,RAV4,2020,3,USED,Automatic,Front,Unleaded,2.0,4.0,6.5,66795.0,Silver,,NSW,SUV,5.0,5.0,45990.0,15330.0
Isuzu,D-MAX,2019,4,USED,Automatic,Rear,Diesel,3.0,4.0,7.7,110535.0,White,Grey,NSW,Ute / Tray,4.0,5.0,33940.0,8485.0
Mitsubishi,Pajero,2007,16,USED,,Other,Unleaded,,,,37059.0,Blue,Black,NSW,Other,,,24990.0,1561.875
Holden,Barina,2017,6,USED,Automatic,Front,Premium,1.6,4.0,6.6,111156.0,Grey,,NSW,Hatchback,5.0,5.0,13888.0,2314.6666666666665
Lexus,UX200,2019,4,USED,Automatic,Front,Unleaded,2.0,4.0,5.8,13442.0,Grey,Black,NSW,SUV,4.0,5.0,47900.0,11975.0
Toyota,Corolla,2021,2,USED,Automatic,Front,Unleaded,2.0,4.0,6.0,28247.0,White,Grey,NSW,Hatchback,5.0,5.0,34888.0,17444.0
Kia,RIO,2010,13,USED,Manual,Front,Unleaded,1.4,4.0,6.7,109417.0,White,,NSW,Hatchback,5.0,5.0,7986.0,614.3076923076923
Mercedes-Benz,R300,2010,13,USED,Automatic,AWD,Diesel,3.0,6.0,9.3,123978.0,Silver,,SA,SUV,4.0,6.0,17990.0,1383.8461538461538
Volkswagen,Tiguan,2018,5,USED,Automatic,AWD,Premium,2.0,4.0,7.5,95030.0,Grey,Grey,NSW,SUV,4.0,5.0,27490.0,5498.0
Toyota,Estima,2014,9,USED,Automatic,Other,,,,,90390.0,Grey,Black,NSW,Wagon,,,24995.0,2777.222222222222
Toyota,Corolla,2022,1,USED,Automatic,Front,Hybrid,1.8,4.0,4.0,924.0,White,,NSW,Hatchback,5.0,5.0,40990.0,40990.0
